step,train_loss,val_loss,lr,grad_norm
60700,0.115543,,1.00e-04,0.3582
60800,0.107093,,1.00e-04,0.3397
60900,0.075385,,1.00e-04,0.3658
61000,0.091767,,1.00e-04,0.4309
61100,0.116413,,1.00e-04,0.3510
61200,0.102805,,1.00e-04,0.3457
61300,0.110840,,1.00e-04,0.3980
61400,0.104673,,1.00e-04,0.2734
61500,0.137356,,1.00e-04,0.3943
61600,0.127498,,1.00e-04,0.3641
61700,0.140751,,1.00e-04,0.3108
61800,0.125669,,1.00e-04,0.3340
61900,0.112554,,1.00e-04,0.3242
62000,0.128745,,1.00e-04,0.3227
62000,,0.136022,,
62100,0.128344,,1.00e-04,0.3243
62200,0.118507,,1.00e-04,0.4382
62300,0.164543,,1.00e-04,0.3288
62400,0.146146,,1.00e-04,0.3367
62500,0.157288,,1.00e-04,0.3433
62600,0.093844,,1.00e-04,0.3553
62700,0.145990,,1.00e-04,0.2791
62800,0.126611,,1.00e-04,0.2921
62900,0.111620,,1.00e-04,0.2864
63000,0.095163,,1.00e-04,0.3753
63100,0.137749,,1.00e-04,0.3489
63200,0.125096,,1.00e-04,0.3638
63300,0.146585,,1.00e-04,0.3750
63400,0.162599,,1.00e-04,0.3080
63500,0.100505,,1.00e-04,0.3633
63600,0.161504,,1.00e-04,0.3091
63700,0.121081,,1.00e-04,0.3266
63800,0.114240,,1.00e-04,0.2921
63900,0.080542,,1.00e-04,0.3788
64000,0.137199,,1.00e-04,0.3349
64000,,0.140772,,
64100,0.142079,,1.00e-04,0.3363
64200,0.132648,,1.00e-04,0.3449
